EntrySeqNo CPFile File isSelected
76 wing1075 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\F\small\dsdna4f_20076.tif 0
77 wing1076 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\F\small\dsdna4f_20077.tif 1
78 wing1077 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\F\small\dsdna4f_20078.tif 0
79 wing1078 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\F\small\dsdna4f_20079.tif 0
80 wing1079 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\F\small\dsdna4f_20080.tif 0
81 wing1000 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10081.tif 0
82 wing1001 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10082.tif 1
83 wing1002 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10083.tif 0
84 wing1003 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10084.tif 1
85 wing1004 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10085.tif 0
86 wing1005 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10086.tif 0
87 wing1006 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10087.tif 0
88 wing1007 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10088.tif 0
89 wing1008 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10089.tif 1
90 wing1009 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10090.tif 1
91 wing1010 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10091.tif 1
92 wing1011 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10092.tif 0
93 wing1012 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10093.tif 1
94 wing1013 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10094.tif 0
95 wing1014 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10095.tif 1
96 wing1015 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10096.tif 1
97 wing1016 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10097.tif 0
98 wing1017 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10098.tif 0
99 wing1018 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10099.tif 0
100 wing1019 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10100.tif 0
101 wing1020 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10101.tif 0
102 wing1021 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10102.tif 0
103 wing1022 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10103.tif 0
104 wing1023 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10104.tif 1
105 wing1024 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10105.tif 0
106 wing1025 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10106.tif 0
107 wing1026 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10107.tif 0
108 wing1027 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10108.tif 0
109 wing1028 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10109.tif 0
110 wing1029 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10110.tif 0
111 wing1030 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10111.tif 1
112 wing1031 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10112.tif 1
113 wing1032 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10113.tif 0
114 wing1033 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10114.tif 0
115 wing1034 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10115.tif 0
116 wing1035 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10116.tif 0
117 wing1036 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10117.tif 0
118 wing1037 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10118.tif 0
119 wing1038 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10119.tif 0
120 wing1039 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10120.tif 0
121 wing1040 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10121.tif 0
122 wing1041 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10122.tif 0
123 wing1042 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10123.tif 0
124 wing1043 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10124.tif 1
125 wing1044 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10125.tif 0
126 wing1045 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10126.tif 0
127 wing1046 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10127.tif 1
128 wing1047 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10128.tif 1
129 wing1048 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10129.tif 1
130 wing1049 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10130.tif 0
131 wing1050 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10131.tif 0
132 wing1051 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10132.tif 0
133 wing1052 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10133.tif 0
134 wing1053 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10134.tif 0
135 wing1054 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10135.tif 0
136 wing1055 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10136.tif 0
137 wing1056 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10137.tif 0
138 wing1057 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10138.tif 0
139 wing1058 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10139.tif 0
140 wing1059 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10140.tif 0
141 wing1060 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10141.tif 0
142 wing1061 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10142.tif 0
143 wing1062 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10143.tif 0
144 wing1063 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10144.tif 0
145 wing1064 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10145.tif 0
146 wing1065 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10146.tif 0
147 wing1066 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_10147.tif 0
148 wing1067 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_20148.tif 0
149 wing1068 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_20149.tif 0
150 wing1069 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_20150.tif 0
151 wing1070 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_20151.tif 0
152 wing1071 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_20152.tif 0
153 wing1072 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_20153.tif 0
154 wing1073 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_20154.tif 0
155 wing1074 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_20155.tif 0
156 wing1075 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_20156.tif 0
157 wing1076 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_20157.tif 0
158 wing1077 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_20158.tif 0
159 wing1078 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_20159.tif 1
160 wing1079 D:\HoulesLab\projects\SDV\ds\DNA\Gen4\M\small\dsdna4m_20160.tif 0
1 wing1000 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30001.tif 1
2 wing1001 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30002.tif 1
3 wing1002 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30003.tif 0
4 wing1003 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30004.tif 0
5 wing1004 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30005.tif 0
6 wing1005 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30006.tif 0
7 wing1006 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30007.tif 0
8 wing1007 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30008.tif 0
9 wing1008 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30009.tif 1
10 wing1009 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30010.tif 0
11 wing1010 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30011.tif 0
12 wing1011 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30012.tif 0
13 wing1012 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30013.tif 0
14 wing1013 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30014.tif 0
15 wing1014 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30015.tif 0
16 wing1015 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30016.tif 1
17 wing1016 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30017.tif 0
18 wing1017 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30018.tif 0
19 wing1018 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30019.tif 0
20 wing1019 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30020.tif 0
21 wing1020 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30021.tif 0
22 wing1021 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30022.tif 0
23 wing1022 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30023.tif 0
24 wing1023 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30024.tif 0
25 wing1024 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30025.tif 0
26 wing1025 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30026.tif 1
27 wing1026 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30027.tif 1
28 wing1027 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30028.tif 0
29 wing1028 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30029.tif 0
30 wing1029 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30030.tif 0
31 wing1030 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30031.tif 0
32 wing1031 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30032.tif 0
33 wing1032 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30033.tif 0
34 wing1033 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30034.tif 0
35 wing1034 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30035.tif 0
36 wing1035 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30036.tif 0
37 wing1036 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30037.tif 0
38 wing1037 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30038.tif 0
39 wing1038 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30039.tif 0
40 wing1039 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30040.tif 0
41 wing1040 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30041.tif 0
42 wing1041 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30042.tif 0
43 wing1042 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30043.tif 0
44 wing1043 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30044.tif 0
45 wing1044 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30045.tif 0
46 wing1045 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30046.tif 0
47 wing1046 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30047.tif 0
48 wing1047 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30048.tif 0
49 wing1048 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30049.tif 0
50 wing1049 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30050.tif 0
51 wing1050 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30051.tif 1
52 wing1051 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30052.tif 0
53 wing1052 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30053.tif 1
54 wing1053 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30054.tif 1
55 wing1054 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30055.tif 0
56 wing1055 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30056.tif 0
57 wing1056 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30057.tif 0
58 wing1057 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30058.tif 1
59 wing1058 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30059.tif 0
60 wing1059 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30060.tif 1
61 wing1060 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30061.tif 1
62 wing1061 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30062.tif 1
63 wing1062 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30063.tif 0
64 wing1063 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30064.tif 0
65 wing1064 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30065.tif 0
66 wing1065 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30066.tif 1
67 wing1066 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30067.tif 0
68 wing1067 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30068.tif 0
69 wing1068 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30069.tif 0
70 wing1069 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30070.tif 0
71 wing1070 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30071.tif 0
72 wing1071 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30072.tif 0
73 wing1072 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30073.tif 1
74 wing1073 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30074.tif 0
75 wing1074 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30075.tif 0
76 wing1075 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30076.tif 0
77 wing1076 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30077.tif 0
78 wing1077 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30078.tif 0
79 wing1078 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30079.tif 1
80 wing1079 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\F\small\dsdna5f_30080.tif 0
81 wing1000 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30081.tif 0
82 wing1001 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30082.tif 1
83 wing1002 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30083.tif 0
84 wing1003 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30084.tif 0
85 wing1004 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30085.tif 0
86 wing1005 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30086.tif 1
87 wing1006 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30087.tif 0
88 wing1007 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30088.tif 0
89 wing1008 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30089.tif 0
90 wing1009 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30090.tif 0
91 wing1010 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30091.tif 1
92 wing1011 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30092.tif 0
93 wing1012 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30093.tif 0
94 wing1013 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30094.tif 1
95 wing1014 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30095.tif 0
96 wing1015 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30096.tif 1
97 wing1016 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30097.tif 0
98 wing1017 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30098.tif 0
99 wing1018 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30099.tif 0
100 wing1019 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30100.tif 1
101 wing1020 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30101.tif 1
102 wing1021 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30102.tif 0
103 wing1022 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30103.tif 0
104 wing1023 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30104.tif 1
105 wing1024 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30105.tif 1
106 wing1025 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30106.tif 0
107 wing1026 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30107.tif 0
108 wing1027 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30108.tif 1
109 wing1028 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30109.tif 0
110 wing1029 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30110.tif 0
111 wing1030 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30111.tif 0
112 wing1031 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30112.tif 0
113 wing1032 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30113.tif 0
114 wing1033 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30114.tif 1
115 wing1034 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30115.tif 0
116 wing1035 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30116.tif 0
117 wing1036 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30117.tif 0
118 wing1037 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30118.tif 0
119 wing1038 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30119.tif 1
120 wing1039 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30120.tif 1
121 wing1040 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30121.tif 0
122 wing1041 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30122.tif 0
123 wing1042 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30123.tif 0
124 wing1043 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30124.tif 0
125 wing1044 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30125.tif 0
126 wing1045 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30126.tif 0
127 wing1046 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30127.tif 0
128 wing1047 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30128.tif 0
129 wing1048 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30129.tif 0
130 wing1049 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30130.tif 0
131 wing1050 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30131.tif 0
132 wing1051 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30132.tif 0
133 wing1052 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30133.tif 0
134 wing1053 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30134.tif 0
135 wing1054 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30135.tif 0
136 wing1055 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30136.tif 0
137 wing1056 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30137.tif 0
138 wing1057 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30138.tif 0
139 wing1058 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30139.tif 0
140 wing1059 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30140.tif 1
141 wing1060 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30141.tif 0
142 wing1061 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30142.tif 0
143 wing1062 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30143.tif 0
144 wing1063 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30144.tif 0
145 wing1064 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30145.tif 0
146 wing1065 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30146.tif 0
147 wing1066 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30147.tif 1
148 wing1067 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30148.tif 0
149 wing1068 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30149.tif 0
150 wing1069 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30150.tif 0
151 wing1070 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30151.tif 0
152 wing1071 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30152.tif 0
153 wing1072 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30153.tif 0
154 wing1073 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30154.tif 0
155 wing1074 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30155.tif 0
156 wing1075 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30156.tif 0
157 wing1076 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30157.tif 1
158 wing1077 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30158.tif 0
159 wing1078 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30159.tif 0
160 wing1079 D:\HoulesLab\projects\SDV\ds\DNA\Gen5\M\small\dsdna5m_30160.tif 0
1 wing1000 D:\HoulesLab\projects\SDV\ds\DNA\Gen6\F\small\dsdna6f_20001.tif 0
2 wing1001 D:\HoulesLab\projects\SDV\ds\DNA\Gen6\F\small\dsdna6f_20002.tif 0
3 wing1002 D:\HoulesLab\projects\SDV\ds\DNA\Gen6\F\small\dsdna6f_20003.tif 0
4 wing1003 D:\HoulesLab\projects\SDV\ds\DNA\Gen6\F\small\dsdna6f_20004.tif 0
5 wing1004 D:\HoulesLab\projects\SDV\ds\DNA\Gen6\F\small\dsdna6f_20005.tif 0
6 wing1005 D:\HoulesLab\projects\SDV\ds\DNA\Gen6\F\small\dsdna6f_20006.tif 0
7 wing1006 D:\HoulesLab\projects\SDV\ds\DNA\Gen6\F\small\dsdna6f_20007.tif 0
8 wing1007 D:\HoulesLab\projects\SDV\ds\DNA\Gen6\F\small\dsdna6f_20008.tif 0
9 wing1008 D:\HoulesLab\projects\SDV\ds\DNA\Gen6\F\small\dsdna6f_20009.tif 1
