EntrySeqNo CPFile File isSelected
149 wing1068 D:\HoulesLab\projects\SDV\ds\UPB\Gen3\M\small\dsupb3m_10149.tif 0
150 wing1069 D:\HoulesLab\projects\SDV\ds\UPB\Gen3\M\small\dsupb3m_10150.tif 0
151 wing1070 D:\HoulesLab\projects\SDV\ds\UPB\Gen3\M\small\dsupb3m_10151.tif 1
152 wing1071 D:\HoulesLab\projects\SDV\ds\UPB\Gen3\M\small\dsupb3m_10152.tif 1
153 wing1072 D:\HoulesLab\projects\SDV\ds\UPB\Gen3\M\small\dsupb3m_10153.tif 0
154 wing1073 D:\HoulesLab\projects\SDV\ds\UPB\Gen3\M\small\dsupb3m_10154.tif 0
155 wing1074 D:\HoulesLab\projects\SDV\ds\UPB\Gen3\M\small\dsupb3m_10155.tif 1
156 wing1075 D:\HoulesLab\projects\SDV\ds\UPB\Gen3\M\small\dsupb3m_10156.tif 0
157 wing1076 D:\HoulesLab\projects\SDV\ds\UPB\Gen3\M\small\dsupb3m_10157.tif 0
158 wing1077 D:\HoulesLab\projects\SDV\ds\UPB\Gen3\M\small\dsupb3m_10158.tif 0
159 wing1078 D:\HoulesLab\projects\SDV\ds\UPB\Gen3\M\small\dsupb3m_10159.tif 1
160 wing1079 D:\HoulesLab\projects\SDV\ds\UPB\Gen3\M\small\dsupb3m_10160.tif 0
1 wing1000 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20001.tif 0
2 wing1001 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20002.tif 0
3 wing1002 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20003.tif 0
4 wing1003 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20004.tif 0
5 wing1004 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20005.tif 0
6 wing1005 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20006.tif 1
7 wing1006 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20007.tif 0
8 wing1007 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20008.tif 0
9 wing1008 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20009.tif 0
10 wing1009 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20010.tif 0
11 wing1010 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20011.tif 0
12 wing1011 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20012.tif 0
13 wing1012 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20013.tif 0
14 wing1013 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20014.tif 0
15 wing1014 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20015.tif 0
16 wing1015 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20016.tif 0
17 wing1016 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20017.tif 0
18 wing1017 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20018.tif 0
19 wing1018 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20019.tif 0
20 wing1019 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20020.tif 0
21 wing1020 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20021.tif 0
22 wing1021 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20022.tif 0
23 wing1022 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20023.tif 0
24 wing1023 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20024.tif 0
25 wing1024 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20025.tif 0
26 wing1025 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20026.tif 0
27 wing1026 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20027.tif 0
28 wing1027 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20028.tif 0
29 wing1028 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20029.tif 0
30 wing1029 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20030.tif 0
31 wing1030 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20031.tif 0
32 wing1031 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20032.tif 0
33 wing1032 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20033.tif 0
34 wing1033 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20034.tif 0
35 wing1034 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20035.tif 0
36 wing1035 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20036.tif 0
37 wing1036 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20037.tif 0
38 wing1037 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20038.tif 0
39 wing1039 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20040.tif 0
40 wing1040 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20041.tif 0
41 wing1041 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20042.tif 1
42 wing1042 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20043.tif 0
43 wing1043 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20044.tif 0
44 wing1044 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20045.tif 0
45 wing1045 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20046.tif 0
46 wing1046 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20047.tif 0
47 wing1047 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20048.tif 0
48 wing1048 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20049.tif 1
49 wing1049 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20050.tif 0
50 wing1050 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20051.tif 1
51 wing1051 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20052.tif 0
52 wing1052 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20053.tif 0
53 wing1053 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20054.tif 0
54 wing1054 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20055.tif 1
55 wing1055 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20056.tif 1
56 wing1056 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20057.tif 1
57 wing1057 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20058.tif 1
58 wing1058 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20059.tif 0
59 wing1059 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20060.tif 1
60 wing1060 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20061.tif 0
61 wing1061 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_20062.tif 1
62 wing1062 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_30063.tif 1
63 wing1063 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_30064.tif 0
64 wing1064 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_30065.tif 1
65 wing1065 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_30066.tif 0
66 wing1066 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_30067.tif 0
67 wing1067 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_30068.tif 0
68 wing1068 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_30069.tif 0
69 wing1069 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_30070.tif 0
70 wing1070 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_30071.tif 0
71 wing1071 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_30072.tif 1
72 wing1072 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_30073.tif 0
73 wing1073 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_30074.tif 1
74 wing1074 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_30075.tif 1
75 wing1075 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_30076.tif 1
76 wing1076 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_30077.tif 0
77 wing1077 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_30078.tif 0
78 wing1078 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_30079.tif 0
79 wing1079 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\F\small\dsupb4f_30080.tif 0
80 wing1000 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20081.tif 0
81 wing1001 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20082.tif 0
82 wing1002 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20083.tif 1
83 wing1003 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20084.tif 0
84 wing1004 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20085.tif 1
85 wing1005 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20086.tif 0
86 wing1006 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20087.tif 0
87 wing1007 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20088.tif 0
88 wing1008 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20089.tif 0
89 wing1009 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20090.tif 0
90 wing1010 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20091.tif 0
91 wing1011 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20092.tif 0
92 wing1012 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20093.tif 1
93 wing1013 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20094.tif 0
94 wing1014 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20095.tif 0
95 wing1015 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20096.tif 0
96 wing1016 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20097.tif 1
97 wing1017 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20098.tif 0
98 wing1018 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20099.tif 0
99 wing1019 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20100.tif 0
100 wing1020 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20101.tif 1
101 wing1021 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20102.tif 0
102 wing1022 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20103.tif 0
103 wing1023 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20104.tif 0
104 wing1024 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20105.tif 1
105 wing1025 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20106.tif 0
106 wing1026 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20107.tif 0
107 wing1027 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20108.tif 0
108 wing1028 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20109.tif 1
109 wing1029 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20110.tif 0
110 wing1030 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20111.tif 0
111 wing1031 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20112.tif 0
112 wing1032 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20113.tif 0
113 wing1033 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20114.tif 0
114 wing1034 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20115.tif 0
115 wing1035 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20116.tif 0
116 wing1036 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20117.tif 1
117 wing1037 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20118.tif 0
118 wing1038 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20119.tif 0
119 wing1039 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20120.tif 0
120 wing1040 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20121.tif 0
121 wing1041 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20122.tif 0
122 wing1042 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20123.tif 1
123 wing1043 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20124.tif 0
124 wing1044 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20125.tif 0
125 wing1045 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20126.tif 0
126 wing1046 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20127.tif 0
127 wing1047 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20128.tif 1
128 wing1048 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20129.tif 0
129 wing1049 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20130.tif 0
130 wing1050 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20131.tif 0
131 wing1051 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20132.tif 0
132 wing1052 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20133.tif 0
133 wing1053 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20134.tif 0
134 wing1054 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20135.tif 0
135 wing1055 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20136.tif 0
136 wing1056 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20137.tif 0
137 wing1057 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20138.tif 0
138 wing1058 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20139.tif 0
139 wing1059 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20140.tif 0
140 wing1060 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20141.tif 0
141 wing1061 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20142.tif 0
142 wing1062 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20143.tif 1
143 wing1063 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20144.tif 0
144 wing1064 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20145.tif 0
145 wing1065 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20146.tif 0
146 wing1066 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20147.tif 0
147 wing1067 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20148.tif 1
148 wing1068 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20149.tif 1
149 wing1069 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20150.tif 1
150 wing1070 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20151.tif 1
151 wing1071 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20152.tif 0
152 wing1072 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20153.tif 0
153 wing1073 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20154.tif 0
154 wing1074 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20155.tif 0
155 wing1075 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20156.tif 0
156 wing1076 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20157.tif 0
157 wing1077 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20158.tif 1
158 wing1078 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20159.tif 0
159 wing1079 D:\HoulesLab\projects\SDV\ds\UPB\Gen4\M\small\dsupb4m_20160.tif 0
1 wing1000 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30001.tif 0
2 wing1001 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30002.tif 0
3 wing1002 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30003.tif 0
4 wing1003 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30004.tif 0
5 wing1004 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30005.tif 0
6 wing1005 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30006.tif 0
7 wing1006 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30007.tif 0
8 wing1007 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30008.tif 1
9 wing1008 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30009.tif 0
10 wing1009 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30010.tif 0
11 wing1010 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30011.tif 1
12 wing1011 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30012.tif 1
13 wing1012 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30013.tif 0
14 wing1013 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30014.tif 0
15 wing1014 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30015.tif 0
16 wing1015 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30016.tif 0
17 wing1016 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30017.tif 0
18 wing1017 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30018.tif 0
19 wing1018 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30019.tif 0
20 wing1019 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30020.tif 0
21 wing1020 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30021.tif 0
22 wing1021 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30022.tif 0
23 wing1022 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30023.tif 0
24 wing1023 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30024.tif 0
25 wing1024 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30025.tif 0
26 wing1025 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30026.tif 0
27 wing1026 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30027.tif 0
28 wing1027 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30028.tif 0
29 wing1028 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30029.tif 0
30 wing1029 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30030.tif 0
31 wing1030 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30031.tif 0
32 wing1031 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30032.tif 0
33 wing1032 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30033.tif 0
34 wing1033 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30034.tif 0
35 wing1034 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30035.tif 0
36 wing1035 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30036.tif 0
37 wing1036 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30037.tif 0
38 wing1037 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30038.tif 0
39 wing1038 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30039.tif 1
40 wing1039 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30040.tif 1
41 wing1040 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30041.tif 0
42 wing1041 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30042.tif 0
43 wing1042 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30043.tif 1
44 wing1043 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30044.tif 0
45 wing1044 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30045.tif 1
46 wing1045 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30046.tif 0
47 wing1046 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30047.tif 0
48 wing1047 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30048.tif 0
49 wing1048 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30049.tif 1
50 wing1049 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30050.tif 0
51 wing1050 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30051.tif 1
52 wing1051 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30052.tif 0
53 wing1052 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30053.tif 1
54 wing1053 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30054.tif 0
55 wing1054 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30055.tif 0
56 wing1055 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30056.tif 1
57 wing1056 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30057.tif 0
58 wing1057 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30058.tif 0
59 wing1058 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30059.tif 0
60 wing1059 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30060.tif 0
61 wing1060 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30061.tif 0
62 wing1061 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30062.tif 1
63 wing1062 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30063.tif 0
64 wing1063 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30064.tif 0
65 wing1064 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30065.tif 0
66 wing1065 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30066.tif 0
67 wing1066 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30067.tif 0
68 wing1067 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30068.tif 0
69 wing1068 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30069.tif 0
70 wing1069 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30070.tif 1
71 wing1070 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30071.tif 0
72 wing1071 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30072.tif 1
73 wing1072 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30073.tif 0
74 wing1073 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30074.tif 0
75 wing1074 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30075.tif 1
76 wing1075 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30076.tif 1
77 wing1076 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30077.tif 0
78 wing1077 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30078.tif 0
79 wing1078 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30079.tif 0
80 wing1079 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\F\small\dsupb5f_30080.tif 0
81 wing1000 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\M\small\dsupb5m_20081.tif 0
82 wing1001 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\M\small\dsupb5m_20082.tif 0
83 wing1002 D:\HoulesLab\projects\SDV\ds\UPB\Gen5\M\small\dsupb5m_20083.tif 0
