"","pop","sex","ind","block","new_ID","pop_yr","Tail","Tube_ID","x1","y1","x2","y2","x3","y3","x4","y4","x5","y5","x6","y6","x7","y7","x8","y8","x9","y9","x10","y10","x11","y11","x12","y12","x13","y13","x14","y14","x15","y15","x16","y16","x17","y17","x18","y18","x19","y19","x20","y20","x21","y21","x22","y22","x23","y23","x24","y24","x25","y25","x26","y26","x27","y27","x28","y28","x29","y29","x30","y30","x31","y31","x32","y32","x33","y33","x34","y34","x35","y35","x36","y36","x37","y37","x38","y38","x39","y39","x40","y40","x41","y41","x42","y42","x43","y43","x44","y44","x45","y45","x46","y46","x47","y47","x48","y48","CSize","up_diff_m","up_diff_f","up_reg","dn_diff_m","dn_diff_f","dn_reg","ds_proj"
"185","fvw","F","0066","2","fvw_F_2_0066","fvw14","Right","fvw_F_0066",-0.058872695,-0.105745015,-0.223266825,-0.021884045,-0.23633497,0.019710455,-0.16104017,0.08485238,0.123697075,0.057913685,0.199109635,0.04826982,-0.00162936,-0.055272075,0.00085362,-0.016498085,0.091080805,-0.000285625,0.08874343,0.01479398,0.151490255,0.017753535,0.172074295,-0.011886835,0.203443525,-0.016931455,0.18240593,-0.07167039,0.146516965,-0.102687525,0.099805815,-0.119450165,0.050404145,-0.12177533,0.001275425,-0.11683965,-0.093242215,-0.09771214,-0.13830879,-0.083198455,-0.18185066,-0.06075853,-0.232224435,-0.006312965,-0.218069545,0.052528305,-0.186514225,0.07461472,-0.101266235,0.095020735,-0.053691945,0.094896255,-0.004396775,0.090032255,0.05625605,0.080369125,0.15360331,0.03603714,0.200686015,0.02454814,-0.03293634,-0.074573325,0.053246075,-0.03771373,0.11177532,-0.023833595,-0.15118988,-0.01569315,-0.07639166,-0.012413105,0.04472125,-0.01050283,0.14359785,0.001714915,-0.174623045,0.02976707,-0.1172935,0.032030985,-0.05203484,0.030442185,0.020317125,0.02615695,0.117155265,0.01569775,-0.10680492,0.073077145,-0.05120694,0.064558155,0.01185438,0.054024905,0.07428665,0.04019566,0.15862427,0.06050246,-0.003834545,-0.03587071,4.957,-0.00298795157225757,-0.00225116813375377,-0.000232507960066777,0.000560817634145919,0.000226666190650981,2.89757331150536e-06,-0.533738946628359
"186","fvw","F","0068","2","fvw_F_2_0068","fvw14","Right","fvw_F_0068",-0.0509627,-0.10550677,-0.222685725,-0.02666229,-0.240100255,0.017922305,-0.16027828,0.085695205,0.126297285,0.05325665,0.196131375,0.04555021,0.000367625,-0.055194865,-0.00726956,-0.01512443,0.091253855,0.001921675,0.08913468,0.01664678,0.1521623,0.018226475,0.173586435,-0.011498615,0.201069635,-0.01880723,0.183929465,-0.07330787,0.146763955,-0.103638605,0.09971878,-0.1191261,0.050540835,-0.121074865,0.001691415,-0.11565783,-0.092240645,-0.095513795,-0.13713812,-0.081189675,-0.18112187,-0.06015482,-0.2355428,-0.00817508,-0.217907595,0.053755825,-0.185883785,0.07546445,-0.100407175,0.09579816,-0.052863735,0.0953274,-0.003692905,0.08989404,0.056652145,0.0793592,0.15283421,0.03365129,0.198477225,0.023108415,-0.028327185,-0.072186575,0.05689241,-0.036310095,0.11419311,-0.022454205,-0.152395965,-0.01598531,-0.07773839,-0.01171428,0.04273775,-0.00854893,0.142332305,0.002401825,-0.17737,0.027370515,-0.119484495,0.030598805,-0.05345627,0.030693435,0.019862735,0.02806006,0.11777916,0.017256725,-0.106495005,0.072953895,-0.050688485,0.066059895,0.01255371,0.05629108,0.074783745,0.0412211,0.158319535,0.055295695,-0.00601472,-0.03594887,4.8445,-0.00317770567749665,-0.00241722400472312,-0.000276904387246868,0.000661033743546784,0.000319569756510591,2.85170102259513e-05,-0.537871115299661
"187","fvw","F","0069","2","fvw_F_2_0069","fvw14","Right","fvw_F_0069",-0.05091886,-0.107630485,-0.2243808,-0.02843229,-0.24374265,0.015087375,-0.14925957,0.089452865,0.12528139,0.05402618,0.195270585,0.04434973,0.003539815,-0.055629435,0.000413755,-0.01482782,0.09293009,0.001309655,0.090964935,0.016271365,0.15299753,0.018313775,0.17241591,-0.01112084,0.201276085,-0.01955888,0.17890173,-0.069946715,0.143066755,-0.099243745,0.09754216,-0.115126215,0.048987895,-0.119117525,0.00012083,-0.11581711,-0.09419723,-0.09804765,-0.13927688,-0.08367157,-0.183266295,-0.06178966,-0.238338945,-0.00908709,-0.220046705,0.054894165,-0.187467495,0.076088775,-0.101902315,0.096051995,-0.05443604,0.095619635,-0.00536065,0.09020734,0.054911835,0.07981325,0.15094763,0.034288585,0.197402595,0.02168846,-0.02701287,-0.07520495,0.056358205,-0.03616898,0.11348098,-0.02193939,-0.15258555,-0.01720779,-0.077661095,-0.01216617,0.043211225,-0.00889813,0.14212121,0.00177207,-0.181424755,0.028101365,-0.122668905,0.03143977,-0.0556827,0.031750845,0.018701345,0.028695795,0.118055355,0.017203275,-0.09786695,0.07361006,-0.04379059,0.06560156,0.017391445,0.05509854,0.077852265,0.04082124,0.157432995,0.055063255,-0.00028868,-0.035988505,4.485,-0.00293707505874529,-0.00214756505577094,-0.000299937662585503,0.000335113875928426,2.11048664484955e-05,-6.16693825953552e-06,-0.516289122410845
"188","cmo","M","0069","2","cmo_M_2_0069","cmo14","Right","cmo_M_0069",-0.0468651,-0.10820778,-0.2228189,-0.03231704,-0.24210806,0.01655152,-0.1510022,0.09174067,0.1237708,0.05808619,0.19275419,0.0458679,0.0126007,-0.05374702,0.00497746,-0.01509807,0.09501462,-0.00059498,0.09420094,0.01609981,0.14707869,0.0148536,0.17148366,-0.01320138,0.19272954,-0.0231498,0.17823393,-0.07078745,0.14283763,-0.10128436,0.09696442,-0.11855803,0.0478209,-0.12096767,-0.00121251,-0.1159017,-0.09596469,-0.09793244,-0.14157785,-0.08456329,-0.18629857,-0.06311443,-0.23888549,-0.00673101,-0.22031559,0.05457732,-0.18865727,0.07702175,-0.10293921,0.09949912,-0.05498252,0.09942991,-0.00553363,0.09388702,0.05512444,0.08309973,0.15210725,0.03622988,0.19640806,0.02010458,-0.02181275,-0.07720125,0.05837727,-0.03668022,0.11431402,-0.02292382,-0.15064135,-0.02158006,-0.07643055,-0.01459035,0.0437564,-0.01011744,0.14135768,0.00119507,-0.17800494,0.02746906,-0.12040481,0.03036942,-0.05476411,0.02928636,0.01810901,0.02756498,0.11535144,0.01522319,-0.09826487,0.07901739,-0.0450282,0.06929573,0.01538591,0.05749539,0.07517311,0.04256999,0.15579812,0.05846912,0.00278298,-0.03575511,3.767,-0.00233093545568224,-0.0016428754457879,-0.000256709037890117,5.76115410399823e-05,-0.000205630906889199,-1.46537046397909e-05,-0.467589526807168
"189","fvw","F","0070","2","fvw_F_2_0070","fvw14","Right","fvw_F_0070",-0.056447715,-0.10753871,-0.22059227,-0.025101995,-0.23702786,0.017782385,-0.162944,0.087140295,0.125949915,0.05627444,0.19517743,0.04673092,0.006462605,-0.056580545,0.0065964,-0.016019015,0.094169745,0.00061805,0.09216818,0.01642536,0.150325105,0.01807413,0.17258616,-0.01111913,0.198090115,-0.021097255,0.17990959,-0.07209558,0.144198755,-0.10332592,0.09739085,-0.11945281,0.04804618,-0.12327539,-0.001139965,-0.11862734,-0.09499052,-0.097368385,-0.13957481,-0.081598515,-0.18273555,-0.0588264,-0.232961605,-0.0048801,-0.21900705,0.05388163,-0.187895795,0.076975975,-0.102123065,0.096876015,-0.05453183,0.096096855,-0.005316295,0.09074881,0.055199185,0.08078304,0.1529035,0.03703977,0.196753085,0.02476866,-0.02913349,-0.077628445,0.055638035,-0.03966256,0.11346257,-0.024481925,-0.14845689,-0.018244945,-0.074283805,-0.014674105,0.045724385,-0.01045513,0.1431538,0.00193827,-0.174997585,0.02968002,-0.11761493,0.03224921,-0.0522904,0.03109217,0.02018046,0.027714845,0.11701141,0.01707334,-0.109167395,0.074009175,-0.053232905,0.06619198,0.01016932,0.05613344,0.0729472,0.042526895,0.15834573,0.060020315,0.00390602,-0.03679179,5.07275,-0.00276560256839012,-0.00210957773367756,-0.000242617848184179,0.000477989425445582,0.000181827613229953,1.65563073358879e-05,-0.526092319231264
"190","fvw","M","0070","2","fvw_M_2_0070","fvw14","Right","fvw_M_0070",-0.053459065,-0.10848425,-0.224490045,-0.029662885,-0.24082867,0.01437877,-0.14987602,0.089811185,0.12316912,0.056345425,0.192281555,0.04533823,0.007885755,-0.04839308,0.006097435,-0.015094565,0.09662852,0.000427335,0.094160935,0.0159803,0.152425865,0.016744785,0.17336895,-0.012465025,0.195641755,-0.02132657,0.17878639,-0.072369115,0.141941835,-0.10163828,0.095718165,-0.11670082,0.047015005,-0.119822275,-0.00193329,-0.11609613,-0.09686705,-0.10025663,-0.14268092,-0.0872938,-0.18728551,-0.0650545,-0.23685981,-0.00718919,-0.22173453,0.05368563,-0.18962464,0.07583763,-0.10382809,0.096201435,-0.056152285,0.09614553,-0.006835935,0.09134746,0.05377803,0.08149906,0.14923536,0.03313755,0.19583029,0.02260962,-0.02832647,-0.074965815,0.055519075,-0.03273823,0.114174815,-0.021895265,-0.151367845,-0.021192595,-0.076505865,-0.01495632,0.044631865,-0.01003939,0.143194475,0.00055238,-0.177023985,0.029538275,-0.118760815,0.034408995,-0.05225623,0.033695515,0.0215318,0.030642325,0.11994226,0.01635444,-0.098080265,0.07493524,-0.043886365,0.067287485,0.017401185,0.05643055,0.077598265,0.04053644,0.15493348,0.05610428,0.00577151,-0.032341135,4.33275,-0.00283777181005068,-0.00205709757989102,-0.00028938155383101,0.000205412252574674,-9.41753178187956e-05,-1.08885945787929e-05,-0.517765892645733
"191","fvw","F","0073","2","fvw_F_2_0073","fvw14","Right","fvw_F_0073",-0.05609894,-0.106307855,-0.220504515,-0.029148755,-0.23609918,0.01293134,-0.16494548,0.084461995,0.124548505,0.056390095,0.194802985,0.043900565,0.0065771,-0.055115775,-0.00493471,-0.013440865,0.09314961,0.00028891,0.093829875,0.017840995,0.15501227,0.016562205,0.17155271,-0.01462759,0.198909705,-0.02359406,0.18019931,-0.072265095,0.144436555,-0.103580765,0.097364335,-0.117877195,0.048432205,-0.119880635,-0.00042968,-0.115567915,-0.09479863,-0.09797376,-0.13995591,-0.083955925,-0.183807005,-0.061877455,-0.23359019,-0.006084895,-0.216665165,0.05103371,-0.18664607,0.074244645,-0.102098565,0.097646795,-0.05435757,0.0980232,-0.004992635,0.0931861,0.055594675,0.08303697,0.15193136,0.035344725,0.19654736,0.020230125,-0.02817039,-0.07717965,0.054922415,-0.037786685,0.11255915,-0.024355875,-0.150386645,-0.018532495,-0.076400495,-0.012738995,0.042949955,-0.008002895,0.14212105,-0.00059214,-0.173622465,0.027801105,-0.115824005,0.032927125,-0.049750665,0.03388791,0.02373423,0.031248895,0.121560595,0.017265665,-0.109463825,0.075476955,-0.05218004,0.070270025,0.012961275,0.060854155,0.076729905,0.044395575,0.15710849,0.05673781,-0.001812835,-0.03550034,5.206,-0.00307636692143514,-0.00231534080252618,-0.000245990938296367,0.000597273407192977,0.00026660348447682,3.48876884520973e-05,-0.533968718885802
"192","pho","M","0073","2","pho_M_2_0073","pho14","Right","pho_M_0073",-0.05312656,-0.11137107,-0.220140615,-0.029562805,-0.236560325,0.012260075,-0.15670696,0.085844,0.122049435,0.060680945,0.192752165,0.0508634,0.01100257,-0.05462905,0.004644875,-0.01520932,0.093238185,0.001308085,0.0923058,0.019100765,0.147865085,0.020899925,0.171077515,-0.009443815,0.196189095,-0.02022385,0.17953804,-0.0684717,0.14421778,-0.10427988,0.09886695,-0.11976751,0.04822696,-0.12335288,-0.002483895,-0.119775285,-0.096150695,-0.101295695,-0.143157935,-0.084878075,-0.18533975,-0.061361305,-0.232802875,-0.0091081,-0.221481195,0.045071405,-0.19331868,0.068460835,-0.10755902,0.096704265,-0.059118695,0.09888381,-0.007824705,0.09516957,0.055908605,0.08549267,0.153830995,0.03688057,0.19366555,0.027051665,-0.02504243,-0.076994685,0.059808955,-0.03703411,0.114462935,-0.022129705,-0.1473675,-0.02147594,-0.071692035,-0.01608984,0.047466465,-0.00851316,0.14107029,0.004703245,-0.175069635,0.024648095,-0.1158332,0.02882828,-0.049448325,0.02941467,0.02273309,0.029163335,0.11755462,0.019583645,-0.104100115,0.073480225,-0.050500605,0.066864615,0.01186011,0.058138795,0.072947845,0.0454945,0.154839715,0.06531913,0.00670213,-0.03534273,3.777,-0.00222936792240862,-0.00159146946803513,-0.000195018753654868,7.43044713540229e-05,-0.000209826153957176,-1.93591282072294e-05,-0.464591106068116
"193","cmo","M","0075","2","cmo_M_2_0075","cmo14","Right","cmo_M_0075",-0.054916215,-0.11085847,-0.220040085,-0.03102985,-0.239149925,0.017597115,-0.14954406,0.092628155,0.123764135,0.05874285,0.194195915,0.0489012,0.003678925,-0.055318535,-0.002369985,-0.01735136,0.094942935,0.00123501,0.094022355,0.01681652,0.15557234,0.01831158,0.16115294,-0.012578895,0.197351415,-0.021481995,0.179351865,-0.07002263,0.143597155,-0.10005066,0.09800375,-0.11807642,0.048675395,-0.12350181,-0.00097345,-0.12014282,-0.096183585,-0.10118917,-0.14166385,-0.08595747,-0.18549046,-0.06239218,-0.235533555,-0.005880495,-0.220449985,0.053592155,-0.18927526,0.076807835,-0.103380275,0.10002696,-0.05523979,0.099850115,-0.005670135,0.09401752,0.05513485,0.082996085,0.153256175,0.03795009,0.1955007,0.025576575,-0.031071395,-0.07910954,0.04898954,-0.03883595,0.104497805,-0.02431435,-0.1495627,-0.020886495,-0.0754853,-0.01621457,0.04422412,-0.010068485,0.14246704,0.003024395,-0.175378765,0.0267623,-0.11714767,0.02995264,-0.050721475,0.02981456,0.02300361,0.02696775,0.12154929,0.017490915,-0.096478605,0.076830315,-0.042075355,0.067341695,0.01962955,0.056210835,0.080748535,0.04189176,0.15650749,0.0611101,-0.00201595,-0.037184875,3.70075,-0.00231541442196496,-0.00154725698632141,-0.00017625872322919,-5.63996091984532e-05,-0.000389848133301608,-5.19189973678071e-05,-0.457098723762583
"194","cmo","M","0079","2","cmo_M_2_0079","cmo14","Left","cmo_M_0079",-0.04799571,-0.118094615,-0.214230365,-0.033100845,-0.232537625,0.016481225,-0.149513335,0.096747375,0.12121389,0.06333459,0.190214915,0.04973589,0.003749045,-0.06174917,-0.000565265,-0.01904556,0.088745575,0.001102745,0.08686211,0.01645318,0.14733499,0.018954165,0.16670498,-0.01412927,0.194654165,-0.024992145,0.178888355,-0.07011867,0.145026395,-0.10216907,0.099928875,-0.1234746,0.049263555,-0.12974697,-0.00138987,-0.126011805,-0.098026165,-0.10650518,-0.14401643,-0.089415125,-0.186685445,-0.062318155,-0.230099565,-0.002741505,-0.217935525,0.052400405,-0.189151645,0.07772853,-0.10323883,0.10646606,-0.05379382,0.1075338,-0.00309738,0.101990755,0.058704485,0.09005027,0.15495996,0.03586427,0.1925792,0.023685535,-0.025686965,-0.085108,0.05326643,-0.040831075,0.109079485,-0.02541246,-0.14547745,-0.023906165,-0.073658355,-0.01852966,0.042158695,-0.010009515,0.13782205,0.00139401,-0.17192332,0.028875805,-0.11580451,0.033338735,-0.0516861,0.033484545,0.019453715,0.029589455,0.11449403,0.017400115,-0.09690174,0.08319926,-0.043849075,0.073354635,0.01617175,0.06095223,0.075440635,0.04502983,0.15340689,0.06339361,-0.00285972,-0.041131465,3.89125,-0.000881914265206893,-0.000348952873685026,-2.38621891771235e-05,-0.000790116772220303,-0.0010442914851639,-0.000127060745090328,-0.302397910588277
"195","fvw","M","0079","2","fvw_M_2_0079","fvw14","Left","fvw_M_0079",-0.050010155,-0.1159482725,-0.2172637075,-0.0287127975,-0.23278914,0.0219755825,-0.14986559,0.0939740075,0.12219509,0.0621522125,0.1925887025,0.0501922275,0.005822255,-0.0602494725,-0.00146999,-0.019321185,0.086900345,-0.0001048025,0.084285105,0.0176794975,0.1466895975,0.0209833275,0.1701776775,-0.01086467,0.194340395,-0.02417552,0.180553655,-0.0727473425,0.146436375,-0.10567525,0.09960946,-0.12445013,0.049108795,-0.12888707,-0.001097695,-0.124588295,-0.0970747125,-0.10495384,-0.1428595775,-0.08855867,-0.1857753225,-0.06242685,-0.230178935,-0.00336101,-0.2182615525,0.05287318,-0.1883651175,0.0773548525,-0.1020911425,0.1024717175,-0.0533187075,0.10271257,-0.0031516625,0.0971489175,0.058261985,0.0859434825,0.15612088,0.0367689525,0.1933172425,0.025376965,-0.0263756,-0.0831444575,0.0552257525,-0.040433825,0.1118275525,-0.0239119575,-0.1477734325,-0.02229173,-0.0753212575,-0.0182848375,0.04185553,-0.0111436325,0.1379274175,0.0023674375,-0.1723276475,0.03042212,-0.1163361525,0.03307551,-0.05250146,0.032410635,0.0183293225,0.029082735,0.1130491875,0.0188044725,-0.0985324875,0.079699485,-0.0454821575,0.071237685,0.0146550275,0.06059028,0.073819025,0.04530676,0.1553127875,0.06415208,-0.0001859575,-0.04052108,4.24325,-0.00106637931549487,-0.000531230527805133,-4.80564837648228e-05,-0.000630194376302261,-0.000878964089598943,-0.000108296870511938,-0.329474535672841
"196","pho","M","0084","2","pho_M_2_0084","pho14","Right","pho_M_0084",-0.043464435,-0.107188625,-0.218888295,-0.030139305,-0.23620461,0.014768355,-0.16360904,0.08443361,0.122755615,0.059346285,0.194723445,0.046416655,0.005099425,-0.05549861,-0.001446025,-0.01494284,0.094493925,0.001001165,0.09192465,0.01780057,0.151363355,0.018020705,0.172727065,-0.012516615,0.197232865,-0.022954645,0.18150723,-0.06920939,0.14529985,-0.101671305,0.09935952,-0.116388175,0.05079044,-0.11810477,0.003005485,-0.11403447,-0.08762525,-0.09889888,-0.13630451,-0.085102555,-0.181093855,-0.063283075,-0.2320226,-0.00896658,-0.22229688,0.04592,-0.196923225,0.06795054,-0.113542515,0.09578812,-0.06415114,0.098019345,-0.01222542,0.09440311,0.055473295,0.08432421,0.15486019,0.03420324,0.19587449,0.02378909,-0.02356057,-0.076374975,0.05531525,-0.036231115,0.112323575,-0.022073805,-0.148957635,-0.02185805,-0.07656807,-0.016244535,0.04466006,-0.007783,0.14226738,0.00115503,-0.174716345,0.02712917,-0.11552644,0.031586245,-0.048837125,0.03229472,0.022521985,0.029666215,0.11874325,0.017760285,-0.1080067,0.074790895,-0.05183224,0.06846786,0.012505695,0.05936389,0.075151535,0.045312615,0.15641055,0.061382735,0.001412825,-0.035629345,4.1515,-0.00286866868367565,-0.00211650619539012,-0.000247882430204873,0.000437107474049595,0.000119639910043101,1.70266621638772e-05,-0.514519238533132
"197","fvw","F","0085","2","fvw_F_2_0085","fvw14","Right","fvw_F_0085",-0.05456636,-0.10406394,-0.21971002,-0.02448412,-0.23436309,0.0203469,-0.17416519,0.08100348,0.12440909,0.05469459,0.19648166,0.04404812,-0.00702066,-0.05695964,-0.00800964,-0.01668472,0.08957576,0.00203154,0.08800421,0.01864165,0.16157503,0.01631339,0.17633288,-0.01024892,0.19963952,-0.02038365,0.18421033,-0.07428396,0.14643487,-0.105403,0.09847903,-0.11817554,0.04954471,-0.11886788,0.00085869,-0.11388822,-0.09301089,-0.09533827,-0.13771043,-0.08106571,-0.18096994,-0.05911004,-0.2311132,-0.00537002,-0.21643037,0.05247701,-0.18578811,0.0753798,-0.10080425,0.09663357,-0.05331477,0.09618477,-0.0042392,0.09079489,0.0559649,0.08021513,0.15170292,0.03388131,0.19756196,0.02200607,-0.0306434,-0.07200616,0.05651624,-0.03603677,0.11492406,-0.02110306,-0.15008829,-0.01890474,-0.07653423,-0.01653014,0.04216812,-0.00841782,0.14104929,0.00232076,-0.1727096,0.0264566,-0.11440655,0.02936185,-0.04797781,0.03084018,0.0259152,0.0287727,0.12447382,0.0174272,-0.11633975,0.07135211,-0.05640793,0.06649712,0.01172711,0.0579673,0.07886182,0.04289626,0.15782537,0.05627168,-0.00791291,-0.03748961,5.4255,-0.00374649893546563,-0.00290159370514888,-0.000276281985209515,0.00100742735174385,0.000622955155863985,6.51562619921577e-05,-0.588454453712063
"198","fvw","F","0088","2","fvw_F_2_0088","fvw14","Right","fvw_F_0088",-0.055326615,-0.106536525,-0.223288535,-0.027569115,-0.240140055,0.01588733,-0.154653315,0.08808208,0.121965045,0.055836655,0.19603925,0.04537935,0.000242815,-0.054858205,-0.00014297,-0.01540826,0.095239465,0.00045137,0.093841395,0.01487943,0.148824155,0.017159915,0.17613131,-0.010793585,0.203177125,-0.019780825,0.18051326,-0.071621805,0.143834995,-0.10063791,0.097785325,-0.11590008,0.049082085,-0.11912729,0.000151395,-0.11546242,-0.094464435,-0.098146925,-0.139803665,-0.08427661,-0.183883345,-0.062218385,-0.23604573,-0.00718009,-0.2190426,0.05356543,-0.187225255,0.075434045,-0.101921835,0.096683865,-0.054288415,0.096558935,-0.00504993,0.09125669,0.05535558,0.080574445,0.150332525,0.03236478,0.19866104,0.021564865,-0.030342135,-0.07363506,0.056203335,-0.0352392,0.11521323,-0.0214841,-0.15119031,-0.01962988,-0.07609589,-0.014489315,0.04522718,-0.008697575,0.145180265,0.00175585,-0.1765199,0.027706615,-0.11900135,0.031677155,-0.05334063,0.03184344,0.019574725,0.02872963,0.116865845,0.015563515,-0.101901595,0.07497385,-0.04770266,0.066809985,0.01374828,0.05636949,0.0743311,0.04153197,0.15592424,0.05575943,-0.002073805,-0.035706945,4.40325,-0.00309691542918537,-0.0023417199453122,-0.000287031616685358,0.000431992639460259,0.000135766510775486,1.72128527179041e-06,-0.536014098595552
"199","pho","M","0091","2","pho_M_2_0091","pho14","Right","pho_M_0091",-0.055936505,-0.109930475,-0.218234545,-0.031978295,-0.23745526,0.015737645,-0.152719125,0.08519354,0.12078906,0.061615775,0.19535675,0.053775325,0.004697375,-0.05632457,0.00036856,-0.01805931,0.095069335,0.00138407,0.092293815,0.018445265,0.150752775,0.022475125,0.174571385,-0.007017845,0.201354725,-0.01707951,0.18192615,-0.065871185,0.143473515,-0.09887215,0.09535028,-0.116267285,0.04417649,-0.121464835,-0.006221765,-0.11826276,-0.09700426,-0.10033577,-0.14199533,-0.085107645,-0.182987605,-0.063216655,-0.233326825,-0.008577525,-0.22042221,0.048220625,-0.19005243,0.07022961,-0.10463326,0.093970505,-0.05739234,0.095505945,-0.00778224,0.09210817,0.05623172,0.08321548,0.15441775,0.03716583,0.197407595,0.02934576,-0.02920217,-0.07806893,0.05626924,-0.037110995,0.1143983,-0.0208222,-0.147635195,-0.024550785,-0.07473541,-0.019759875,0.045982735,-0.010146795,0.144376295,0.005208215,-0.17666567,0.025360545,-0.119446895,0.02797903,-0.050875035,0.02811478,0.021992985,0.02648737,0.118924045,0.02039431,-0.10205249,0.0723618,-0.04746728,0.065308075,0.01415375,0.05657624,0.075667425,0.04409135,0.154938945,0.06610647,-0.00069715,-0.03755145,4.022,-0.00262342386926257,-0.00190625573819787,-0.000220646656559967,0.000130954666122326,-0.000153260871078336,-2.47075632624894e-05,-0.492934125723897
"200","fvw","M","0093","2","fvw_M_2_0093","fvw14","Right","fvw_M_0093",-0.05698174,-0.110504095,-0.22719417,-0.026813715,-0.23985518,0.021778005,-0.145456555,0.09054721,0.124215405,0.055217725,0.19076048,0.04795587,0.00703038,-0.05365397,0.004509555,-0.014575015,0.099057635,0.001776975,0.09702853,0.017737715,0.15401582,0.01959104,0.171379585,-0.00975665,0.19756406,-0.02045413,0.177198165,-0.071456615,0.14075912,-0.10002541,0.094946865,-0.11505465,0.04650763,-0.120453945,-0.002486025,-0.118335785,-0.09747002,-0.10229899,-0.143308095,-0.08864907,-0.187837765,-0.06588781,-0.237026815,-0.007607475,-0.22195053,0.05293215,-0.190164945,0.0754759,-0.10443069,0.09545178,-0.056903735,0.094746065,-0.00780033,0.08921359,0.05263243,0.079019465,0.15037081,0.03609057,0.19386704,0.02403965,-0.02994405,-0.078716,0.053416775,-0.035734045,0.111637375,-0.019964255,-0.153429545,-0.019683175,-0.077874925,-0.01351114,0.044652805,-0.00995898,0.14367369,0.0038032,-0.175032265,0.030265375,-0.116865525,0.032703515,-0.05056267,0.031861675,0.02305171,0.02914368,0.12131187,0.0186485,-0.09377997,0.073312875,-0.040351065,0.064331965,0.020151695,0.05385448,0.08006239,0.04008556,0.15500897,0.05812095,0.001895805,-0.03461058,3.87275,-0.00282522238208317,-0.00197977830573543,-0.000266824738992945,3.14492918121272e-05,-0.00026326963854716,-4.34737240880252e-05,-0.516623957718667
"201","fvw","F","0095","2","fvw_F_2_0095","fvw14","Right","fvw_F_0095",-0.051496325,-0.10291707,-0.22370583,-0.02962397,-0.2418597,0.01066459,-0.15996359,0.086667965,0.12434117,0.05415768,0.19648639,0.041188075,0.0035382,-0.050480555,-0.004115275,-0.014952615,0.096128555,-0.0006609,0.095534305,0.01488863,0.154772015,0.015503705,0.175180215,-0.014613345,0.201261075,-0.02299983,0.180085775,-0.070803575,0.142585835,-0.098659855,0.096565775,-0.11151241,0.048461315,-0.113505085,-4.641e-05,-0.10998873,-0.094316485,-0.095175695,-0.13959824,-0.08275801,-0.184052575,-0.06214207,-0.23802979,-0.00775125,-0.218514465,0.05367538,-0.186979475,0.07545454,-0.102225665,0.097160115,-0.054820725,0.09706877,-0.00583788,0.09165022,0.05422532,0.08089749,0.149497005,0.034512995,0.198086685,0.01969297,-0.027998535,-0.069543445,0.05780415,-0.034446325,0.115725095,-0.023466775,-0.152275545,-0.01982705,-0.077113905,-0.0147987,0.04426087,-0.00979918,0.144616625,-0.000234515,-0.178221765,0.026527735,-0.119451385,0.03139159,-0.052384645,0.031132685,0.022014185,0.027396745,0.121338295,0.01518303,-0.10612734,0.073537815,-0.049858295,0.06572661,0.01385853,0.05500427,0.07674948,0.04004714,0.15811699,0.05515044,-0.00224,-0.03362024,4.16075,-0.0037853328641206,-0.00293726722848459,-0.00037082773194838,0.000868443994490275,0.000536311128115707,6.76824113054923e-05,-0.59776372566301
"202","cmo","M","0108","2","cmo_M_2_0108","cmo14","Right","cmo_M_0108",-0.05171563,-0.107298715,-0.220555785,-0.028177535,-0.238741655,0.01609816,-0.1553809,0.08926631,0.12152342,0.06036443,0.194408865,0.04854669,0.004259045,-0.057437245,-0.000408805,-0.016921775,0.09024207,-0.000543485,0.088201275,0.015614695,0.150091655,0.01726088,0.172159265,-0.01366428,0.199589695,-0.023873415,0.181735855,-0.07202673,0.14571753,-0.10278616,0.099067855,-0.119717055,0.04960036,-0.12143921,0.000397095,-0.116223875,-0.094612505,-0.098163845,-0.14001583,-0.083790805,-0.18385864,-0.06091657,-0.23488518,-0.00531946,-0.218435615,0.054149705,-0.18685597,0.07631161,-0.1014361,0.09916089,-0.05341836,0.099562795,-0.00377939,0.094511935,0.057125385,0.08403971,0.15444899,0.036844295,0.196298565,0.0220884,-0.02660551,-0.07667585,0.056747935,-0.03949272,0.11366169,-0.025760655,-0.14985577,-0.01916796,-0.07605906,-0.01520786,0.04320539,-0.01072547,0.140902195,0.001229465,-0.17667642,0.02749437,-0.119243545,0.031297755,-0.05370958,0.030912645,0.018974795,0.027084435,0.11613732,0.016162485,-0.103153325,0.07520007,-0.048354775,0.068215455,0.013704315,0.05814619,0.07472664,0.042752405,0.15523273,0.06094182,-0.00040159,-0.03792692,4.06675,-0.00227696356024197,-0.00160216689051083,-0.000199072733975691,0.000153426096809892,-0.000142722248210856,-1.77517485897896e-05,-0.457955514227283
